SIS_CD,PLAN_DESCR,PLAN_TYPE,PLO_NBR,PLO
MS  408IES,Environmental Conservation MS,MAJ,4,"Demonstrate competence in core professional skills related to conservation practice, including: written, verbal, and visual communication; conflict resolution; interdisciplinary team building and problem definition; conservation planning; and program evaluation. (Environmental Conservation Named Option)"
MS  408IES,Environmental Conservation MS,MAJ,5,Recognize and apply principles of ethical and professional conduct in environmental conservation. (Environmental Conservation Named Option)
MS  408IES,Environmental Conservation MS,MAJ,6,Apply the principles of conservation science and sustainability to real world environmental problems. (Environmental Observation and Informatics Named Option)
MS  408IES,Environmental Conservation MS,MAJ,7,"Explain the interconnections between environmental conservation and human well-being, and identify social, economic, and institutional conditions that favor sustainability. (Environmental Observation and Informatics Named Option)"
MS  408IES,Environmental Conservation MS,MAJ,8,Choose and apply the most appropriate and powerful platforms and technologies to address environmental challenges related to both human activities and natural dynamics. Interpret remotely-sensed earth observation data and apply those data to complex environmental problems. (Environmental Observation and Informatics Named Option)
MS  408IES,Environmental Conservation MS,MAJ,9,"Construct models of environmental phenomena to better understand natural processes and human actions, to predict and project future outcomes and scenarios, and to quantitatively evaluate those scenarios to enable more informed management and policy decisions. Conduct robust statistical analyses to examine quantitative model output and distributed environmental data, and interpret resulting patterns and trends. (Environmental Observation and Informatics Named Option)"
MS  408IES,Environmental Conservation MS,MAJ,10,"Drive strategic thinking to design and manage the use of observation technologies to advance policy and program direction, and engage with organization leadership. (Environmental Observation and Informatics Named Option)"
MS  408IES,Environmental Conservation MS,MAJ,11,"Conceptualize, strategize, design, and implement innovative environmental problem-solving techniques. (Environmental Observation and Informatics Named Option)"
MS  408IES,Environmental Conservation MS,MAJ,12,"Demonstrate competence in core professional skills related to earth observation practice including written, verbal, and visual communication; conflict resolution; interdisciplinary team building and problem definition; mission planning; and program evaluation. (Environmental Observation and Informatics Named Option)"
MS  408IES,Environmental Conservation MS,MAJ,13,Recognize and apply principles of ethical and professional conduct in environmental observation and informatics. (Environmental Observation and Informatics Named Option)
ENVE347,Environmental Engineering BS,MAJ,1,"an ability to identify, formulate, and solve complex engineering problems by applying principles of engineering, science, and mathematics"
ENVE347,Environmental Engineering BS,MAJ,2,"an ability to apply engineering design to produce solutions that meet specified needs with consideration of public health, safety, and welfare, as well as global, cultural, social, environmental, and economic factors"
ENVE347,Environmental Engineering BS,MAJ,3,an ability to communicate effectively with a range of audiences
ENVE347,Environmental Engineering BS,MAJ,4,"an ability to recognize ethical and professional responsibilities in engineering situations and make informed judgments, which must consider the impact of engineering solutions in global, economic, environmental, and societal contexts"
ENVE347,Environmental Engineering BS,MAJ,5,"an ability to function effectively on a team whose members together provide leadership, create a collaborative and inclusive environment, establish goals, plan tasks, and meet objectives "
ENVE347,Environmental Engineering BS,MAJ,6,"an ability to develop and conduct appropriate experimentation, analyze and interpret data, and use engineering judgment to draw conclusions"
ENVE347,Environmental Engineering BS,MAJ,7,"an ability to acquire and apply new knowledge as needed, using appropriate learning strategies"
BA  414,Environmental Sciences BA,MAJ,1,"Demonstrate understanding of Environmental Science fundamentals in the context of biology, chemistry, mathematics, statistics, and physics."
BA  414,Environmental Sciences BA,MAJ,2,"Demonstrate a quantitative and qualitative understanding of the ecological relationships (material and energetic) between organisms, both as individuals and in groups, and their biotic and abiotic environment. This may include processes influencing the distribution and abundance of organisms."
BA  414,Environmental Sciences BA,MAJ,3,"Demonstrate a quantitative and qualitative understanding of the physical, largely abiotic, conditions (e.g. climate, water, soil, air, noise, greenspace, etc.) of the environment. The physical environment can include natural or managed settings such as urban environments."
BA  414,Environmental Sciences BA,MAJ,4,"Demonstrate a quantitative and qualitative understanding of geospatial processes and information as it relates to the environment including how to collect, interpret, and analyze geospatial information regarding the features of the Earth's surface. These technologies may include geographic information systems (GIS), the global positioning system (GPS), digital maps, and satellite based remote sensing."
BA  414,Environmental Sciences BA,MAJ,5,"Demonstrate a basic understanding of relationships that focus on the organization and implementation of laws, regulations, and other policy mechanisms concerning environmental issues and sustainability and their effect on society. This includes how human behaviors influences, and are also influenced by, the natural environment."
BA  414,Environmental Sciences BA,MAJ,6,"Apply skills in critical thinking, problem identification and resolution of a complex environmental issues that require interdisciplinary solutions and team-based work."
BA  414,Environmental Sciences BA,MAJ,7,"Articulate the role of environmental science in one or more focused areas of a specific environmental discipline (e.g. geology, soils, atmosphere, water, plants, animals)."
BA  414,Environmental Sciences BA,MAJ,8,Demonstrate expertise in organizing and presenting (written and oral) scientific information to both lay and professional audiences.
ALS 414,Environmental Sciences BS-ALS,MAJ,1,"Demonstrate understanding of Environmental Science fundamentals in the context of biology, chemistry, mathematics, statistics, and physics."
ALS 414,Environmental Sciences BS-ALS,MAJ,2,"Demonstrate a quantitative and qualitative understanding of the ecological relationships (material and energetic) between organisms, both as individuals and in groups, and their biotic and abiotic environment. This may include processes influencing the distribution and abundance of organisms."
ALS 414,Environmental Sciences BS-ALS,MAJ,3,"Demonstrate a quantitative and qualitative understanding of the physical, largely abiotic, conditions (e.g. climate, water, soil, air, noise, greenspace, etc.) of the environment. The physical environment can include natural or managed settings such as urban environments."
ALS 414,Environmental Sciences BS-ALS,MAJ,4,"Demonstrate a quantitative and qualitative understanding of geospatial processes and information as it relates to the environment including how to collect, interpret, and analyze geospatial information regarding the features of the Earth's surface. These technologies may include geographic information systems (GIS), the global positioning system (GPS), digital maps, and satellite based remote sensing."
ALS 414,Environmental Sciences BS-ALS,MAJ,5,"Demonstrate a basic understanding of relationships that focus on the organization and implementation of laws, regulations, and other policy mechanisms concerning environmental issues and sustainability and their effect on society. This includes how human behaviors influences, and are also influenced by, the natural environment."
ALS 414,Environmental Sciences BS-ALS,MAJ,6,"Apply skills in critical thinking, problem identification and resolution of a complex environmental issues that require interdisciplinary solutions and team-based work."
ALS 414,Environmental Sciences BS-ALS,MAJ,7,"Articulate the role of environmental science in one or more focused areas of a specific environmental discipline (e.g. geology, soils, atmosphere, water, plants, animals)."
ALS 414,Environmental Sciences BS-ALS,MAJ,8,Demonstrate expertise in organizing and presenting (written and oral) scientific information to both lay and professional audiences.
BA  350,Environmental Studies BA,MAJ,1,"Explain the social and historical processes that impact our current environments. Interpret the meanings, values, and aesthetics that are created, shaped, and revealed as humans interact with and modify the environments they inhabit."
BA  350,Environmental Studies BA,MAJ,2,"Explain ecological processes and fundamental principles of environmental sciences relating to humanity?s key environmental challenges of the past, present, and future."
BA  350,Environmental Studies BA,MAJ,3,Apply perspectives and techniques drawn from a coordinate major to develop interdisciplinary responses to environmental questions.
BA  350,Environmental Studies BA,MAJ,4,"Recognize through critical thinking a diversity of viewpoints, ethical commitments, and disciplinary approaches to environmental concerns across various scales from the local to the global."
BA  350,Environmental Studies BA,MAJ,5,"Demonstrate excellent reading, writing, communication, and research skills, both individually and in interdisciplinary teams."
CERT350,Environmental Studies UCrt,CRT,1,"Explain the social and historical processes that impact our current environments. Interpret the meanings, values, and aesthetics that are created, shaped, and revealed as humans interact with and modify the environments they inhabit."
CERT350,Environmental Studies UCrt,CRT,2,"Explain ecological processes and fundamental principles of environmental sciences relating to humanity?s key environmental challenges of the past, present, and future."
CERT350,Environmental Studies UCrt,CRT,3,Apply perspectives and techniques drawn from a coordinate major to develop interdisciplinary responses to environmental questions.
CERT350,Environmental Studies UCrt,CRT,4,"Recognize through critical thinking a diversity of viewpoints, ethical commitments, and disciplinary approaches to environmental concerns across various scales from the local to the global."
CERT350,Environmental Studies UCrt,CRT,5,"Demonstrate excellent reading, writing, communication, and research skills, both individually and in interdisciplinary teams."
MS  421MED,Epidemiology MS,MAJ,1,"Articulate, critique, and elaborate the methodological, biostatistical, and biologic foundations of research and practice of Epidemiology."
MS  421MED,Epidemiology MS,MAJ,2,"Identify literature and data sources, assemble, evaluate and synthesize evidence through critical review and data analysis pertaining to questions and challenges about causes and distribution of diseases and other factors related to health ."
MS  421MED,Epidemiology MS,MAJ,3,"Demonstrate understanding of Epidemiology in its subject matter, historical and social context."
MS  421MED,Epidemiology MS,MAJ,4,Select and utilize the most appropriate study designs and statistical methods for answering questions in Epidemiology.
MS  421MED,Epidemiology MS,MAJ,5,Communicate clearly both in writing and orally in ways appropriate to Epidemiology.
MS  421MED,Epidemiology MS,MAJ,6,Advance contributions to society of the methods and knowledge base of Epidemiology.
MS  421MED,Epidemiology MS,MAJ,7,Recognize and apply principles of ethical professional conduct in their scholarship.
PHD 421MED,Epidemiology PHD,MAJ,1,"Articulate research problems, potentials, and limits with respect to theory, knowledge, and practice of Epidemiology based on understanding of its methodological, biostatistical, and biologic foundations."
PHD 421MED,Epidemiology PHD,MAJ,2,"Assemble, evaluate and synthesize evidence from literature and data sources to formulate ideas, concepts, designs, and/or techniques beyond the current boundaries of knowledge about causes, distribution, and prognosis of diseases and other factors related to health."
PHD 421MED,Epidemiology PHD,MAJ,3,"Demonstrate breadth and depth of knowledge of Epidemiology in a specific substantive area, such as, but not limited to, infectious diseases, genetics, sleep, chronic diseases, environmental, and social epidemiology."
PHD 421MED,Epidemiology PHD,MAJ,4,Create research that makes a substantive contribution to the knowledge base of Epidemiology.
PHD 421MED,Epidemiology PHD,MAJ,5,Develop mastery of scholarship in Epidemiology relevant to generate knowledge useful to inform research needs and public health and patient care policies
PHD 421MED,Epidemiology PHD,MAJ,6,Communicate complex ideas both in writing and orally in a clear and understandable manner.
PHD 421MED,Epidemiology PHD,MAJ,7,Recognize and apply principles of ethical and professional conduct in their scholarship.
GCRT356,European Studies GCrt,CRT,1,"Regional expertise: advanced knowledge of the societies and cultures of the region through in-depth understanding of the principal historical, social, political, cultural and scientific forces and conditions that have given rise to the unity and diversity in the region today."
GCRT356,European Studies GCrt,CRT,2,"Multi-disciplinarity: analyzing contemporary political, economic, and cultural realities in the region from at least three disciplinary perspectives, ideally including humanities, social sciences and sometimes natural science approaches."
GCRT356,European Studies GCrt,CRT,3,"Depth of knowledge: advanced knowledge of particular facets of life in the region by taking courses on particular sub-regions or countries, by studying a regional language, or by taking at least two courses on the region in one discipline."
GCRT356,European Studies GCrt,CRT,4,"Research and methods: Students must demonstrate the ability to conduct interdisciplinary research that shows knowledge of research methodologies, demonstrates analytical skills, and the ability to articulate and elaborate research findings."
CERT355,European Studies UCrt,CRT,1,"(Historical Grounding) understanding the historical, political, and cultural forces and conditions that have given rise to the unity and diversity in the region today."
CERT355,European Studies UCrt,CRT,2,"(Multi-disciplinarity) analyzing contemporary political, economic, and cultural realities in the region from at least two disciplinary perspectives, ideally including humanities, social sciences and sometimes natural science approaches. "
CERT355,European Studies UCrt,CRT,3,(Depth of knowledge) mastering at the undergraduate generalist level a particular facet of life in the region by taking seven courses on three particular sub-regions or countries or by taking seven  courses on the region in more than one discipline
CERT355,European Studies UCrt,CRT,4,(Language knowledge) mastering at undergraduate generalist level a particular facet of life in the region by studying a regional language to the intermediate level.
UNFS015,Farm and Equipment Ops FISC,CRT,1,"Develop effective and professional verbal, non-verbal, and written communication skills for personal and professional situations, including working with diverse audiences."
UNFS015,Farm and Equipment Ops FISC,CRT,2,"Apply scientific and management principles to running an agricultural operation, including developing new solutions to fit the demands and challenges of working and operating a farm or agribusiness in today's changing environment. "
UNFS015,Farm and Equipment Ops FISC,CRT,3,"Build skills for thinking critically and innovatively, working creatively to make effective decisions and develop plans for future operational advances."
UNFS015,Farm and Equipment Ops FISC,CRT,4,"Integrate a global perspective of the agricultural industry, recognizing the importance and intersecting roles of farmers, food systems, urban and rural communities, and national and global markets."
UNFS015,Farm and Equipment Ops FISC,CRT,5,Identify specialized knowledge in the latest technologies related to the agricultural industry and develop the capability to implement these in the operation.
UNFS015,Farm and Equipment Ops FISC,CRT,6,"Evaluate and design the sustainability of farm and agribusinesses by considering the economic, environmental, and social contexts."
UNFS010,Fdn of Farm&Agribus Mgmt FISC,CRT,1,"Develop effective and professional verbal, non-verbal, and written communication skills for personal and professional situations, including working with diverse audiences."
UNFS010,Fdn of Farm&Agribus Mgmt FISC,CRT,2,"Apply scientific and management principles to running an agricultural operation, including developing new solutions to fit the demands and challenges of working and operating a farm or agribusiness in today's changing environment."
UNFS010,Fdn of Farm&Agribus Mgmt FISC,CRT,3,"Build skills for thinking critically and innovatively, working creatively to make effective decisions and develop plans for future operational advances."
UNFS010,Fdn of Farm&Agribus Mgmt FISC,CRT,4,"Integrate a global perspective of the agricultural industry, recognizing the importance and intersecting roles of farmers, food systems, urban and rural communities, and national and global markets."
UNFS010,Fdn of Farm&Agribus Mgmt FISC,CRT,5,Identify specialized knowledge in the latest technologies related to the agricultural industry and develop the capability to implement these in the operation.
UNFS010,Fdn of Farm&Agribus Mgmt FISC,CRT,6,"Evaluate and design the sustainability of farm and agribusinesses by considering the economic, environmental, and social contexts."
MS  427L&S,Financial Economics MS,MAJ,1,"Demonstrate understanding of core principles of financial economics and theories in financial econometrics, financial markets, valuation of securities, and corporate financial structure."
MS  427L&S,Financial Economics MS,MAJ,2,"Apply financial econometric methods to process historical economic and financial data, build and estimate models of that data, and use the results to make financial decisions."
MS  427L&S,Financial Economics MS,MAJ,3,Recognize and apply principles of ethical and professional conduct.
MS  427L&S,Financial Economics MS,MAJ,4,"Evaluate current events and historical information that provide a basis for evaluating and understanding economic and market conditions, leading to wise financial decisions."
UNCS396,Fndtns of Prof Develop CAP,CAP,1,Strategically manage complex information and projects in a digital environment.
UNCS396,Fndtns of Prof Develop CAP,CAP,2,Select and successfully apply effective communication strategies in the workplace.
UNCS396,Fndtns of Prof Develop CAP,CAP,3,Employ proven methods to effectively and ethically work across disciplinary and organizational boundaries.
UNCS396,Fndtns of Prof Develop CAP,CAP,4,Recognize and analyze trends within your discipline and workplace.
CERT424,Folklore UCrt,CRT,1, Demonstrate skill in the methods and productions folklorists employ in their work.
CERT424,Folklore UCrt,CRT,2,Analyze the connections between expressive performances and the wider workings of culture.
CERT424,Folklore UCrt,CRT,3,"Apply and engage in ethical considerations in research and collaborative practice, particularly with reference to cultural, economic, religious, ethnic, and gender diversity."
ALS 436,Food Science BS,MAJ,1,"Clearly and effectively communicate, both verbally and written, to a diverse range of audiences including technical experts and a lay audience."
ALS 436,Food Science BS,MAJ,2,Apply quantitative problem solving and critical thinking skills in all aspects of food science.
ALS 436,Food Science BS,MAJ,3,Rigorously apply scientific principles and quantitative reasoning to solve food science problems (technical competence).
ALS 436,Food Science BS,MAJ,4,Demonstrate the ability to work both independently and in groups across a wide range of situations.
MS  436ALS,Food Science MS,MAJ,1,"Understands, articulates, critiques and elaborates core paradigms in Food Science."
MS  436ALS,Food Science MS,MAJ,2,Recognizes that life-long learning is critical for continued personal and professional development.
MS  436ALS,Food Science MS,MAJ,3,Complies with principles of ethical and professional conduct.
MS  436ALS,Food Science MS,MAJ,4,Sources and assembles evidence to address questions or identify gaps in knowledge in the field of food science.
MS  436ALS,Food Science MS,MAJ,5,Evaluates and synthesizes information to address technical challenges.
MS  436ALS,Food Science MS,MAJ,6,Selects research methods and practices appropriate to discovery activities.
MS  436ALS,Food Science MS,MAJ,7,Creates knowledge that contributes to the field of food science.
MS  436ALS,Food Science MS,MAJ,8,Clearly and effectively communicates technical information in oral and written formats.
MS  436ALS,Food Science MS,MAJ,9,Works effectively within a team.
PHD 436ALS,Food Science PHD,MAJ,1,Articulates potentials and limits of core paradigms in food science; formulates ideas and extrapolations beyond current boundaries of knowledge.
PHD 436ALS,Food Science PHD,MAJ,2,Develops breadth through competencies in minor field(s) of study.
PHD 436ALS,Food Science PHD,MAJ,3,Fosters ethical and professional conduct.
PHD 436ALS,Food Science PHD,MAJ,4,Critically evaluates evidence to articulate research questions and develop appropriate research hypotheses.
PHD 436ALS,Food Science PHD,MAJ,5,Formulates an effective experimental design and develops appropriate methodology to address problems in a systematic manner.
PHD 436ALS,Food Science PHD,MAJ,6,Creates knowledge that makes a substantive contribution to the field and articulates how society may benefit.
PHD 436ALS,Food Science PHD,MAJ,7,Communicates complex ideas in a succinct and understandable manner to diverse audiences.
PHD 436ALS,Food Science PHD,MAJ,8,Develops mentoring and teaching skills.
CERT358,Food Systems UCrt,CRT,1,Evaluate critically the key elements of a food system.
CERT358,Food Systems UCrt,CRT,2,"Evaluate critically how political, social, economic, and environmental forces interact to shape food systems."
CERT358,Food Systems UCrt,CRT,3,Evaluate critically the biophysical processes inherent in various agricultural production systems.
CERT358,Food Systems UCrt,CRT,4,"Evaluate critically how individuals from different backgrounds interact with local and global food systems as humans, consumers, producers, and citizens."
CERT358,Food Systems UCrt,CRT,5,"Evaluate critically the social, economic, and environmental outcomes of different food systems. "
ALS 443,Forest Science BS,MAJ,1,"(Ecology) Understanding of taxonomy and ability to identify forest and other tree species, their distribution, and associated vegetation and wildlife."
ALS 443,Forest Science BS,MAJ,2,"(Ecology) Understanding of soil properties and processes, hydrology, water quality, and watershed functions."
ALS 443,Forest Science BS,MAJ,3,"(Ecology) Understanding of ecological concepts and principles including the structure and function of ecosystems, plant and animal communities, competition, diversity, population dynamics, succession, disturbance, and nutrient cycling."
ALS 443,Forest Science BS,MAJ,4,"(Ecology) Ability to make ecosystem, forest, and stand assessments."
ALS 443,Forest Science BS,MAJ,5,"(Ecology) Understanding of tree physiology and the effects of climate, fire, pollutants, moisture, nutrients, genetics, insects and diseases on tree and forest health and productivity."
ALS 443,Forest Science BS,MAJ,6,(Forest Resources Measurement and Management) Ability to identify and measure land areas and conduct spatial analysis.
ALS 443,Forest Science BS,MAJ,7,(Forest Resources Measurement and Management) Ability to design and implement comprehensive inventories that meet specific objectives using appropriate sampling methods and units of measurement.
ALS 443,Forest Science BS,MAJ,8,"(Forest Resources Measurement and Management) Ability to analyze inventory data and project future forest, stand, and tree conditions."
ALS 443,Forest Science BS,MAJ,9,"(Forest Resources Measurement and Management) Ability to develop and apply silvicultural prescriptions appropriate to management objectives, including methods of establishing and influencing the composition, growth, and quality of forests, and understand the impacts of those prescriptions."
ALS 443,Forest Science BS,MAJ,10,"(Forest Resources Measurement and Management) Ability to analyze the economic, environmental, and social consequences of forest resource management strategies and decisions."
ALS 443,Forest Science BS,MAJ,11,(Forest Resources Measurement and Management) Ability to develop management plans with specific multiple objectives and constraints.
ALS 443,Forest Science BS,MAJ,12,"(Forest Resources Measurement and Management) Understanding of the valuation procedures, market forces, processing systems, transportation and harvesting activities that translate human demands for timber-based and other consumable forest products into the availability of those products."
ALS 443,Forest Science BS,MAJ,13,"(Forest Resources Measurement and Management) Understanding of the valuation procedures, market, and non--market forces that avail humans the opportunities to enjoy non--consumptive products and services of forests."
ALS 443,Forest Science BS,MAJ,14,"(Forest Resources Measurement and Management) Understanding of the administration, ownership, and organization of forest management enterprises."
ALS 443,Forest Science BS,MAJ,15,"(Forest Resource Policy, Economics, and Administration) Understanding of forest policy and the processes by which it is developed."
ALS 443,Forest Science BS,MAJ,16,"(Forest Resource Policy, Economics, and Administration) Understanding of how federal, state, and local laws and regulations govern the practice of forestry."
ALS 443,Forest Science BS,MAJ,17,"(Forest Resource Policy, Economics, and Administration) Ability to understand the integration of technical, financial, human resources, and legal aspects of public and private enterprises."
MS  441ALS,Forestry MS,MAJ,1,"Articulates, critiques, and elaborates the theories, research methods, and approaches to inquiry in the field of forest science."
MS  441ALS,Forestry MS,MAJ,2,Identifies sources and assembles evidence pertaining to questions or challenges in the field of forest science.
MS  441ALS,Forestry MS,MAJ,3,"Demonstrates understanding of the field of forest science in a historical, social, and global context."
MS  441ALS,Forestry MS,MAJ,4,Evaluates and synthesizes information pertaining to questions or challenges in the field of forest science.
MS  441ALS,Forestry MS,MAJ,5,Selects and utilizes the most appropriate methodologies and practices.
MS  441ALS,Forestry MS,MAJ,6,Communicates clearly in ways appropriate to the field of forest science.
PHD 441ALS,Forestry PHD,MAJ,1,"Articulates research problems, potentials, and limits with respect to theory, knowledge, or practice within the field of forest science."
PHD 441ALS,Forestry PHD,MAJ,2,"Formulates ideas, concepts, designs, and/or techniques beyond the current boundaries of knowledge within the field of forest science."
PHD 441ALS,Forestry PHD,MAJ,3,Demonstrates breadth within their learning experiences.
PHD 441ALS,Forestry PHD,MAJ,4,Advances contributions of the field of forest science to society.
PHD 441ALS,Forestry PHD,MAJ,5,Creates research and scholarship that makes a substantive contribution.
PHD 441ALS,Forestry PHD,MAJ,6,Communicates complex ideas in a clear and understandable manner.
BA  445,French BA,MAJ,1,"Demonstrate that they understand and can analyze literary and non-literary texts in French representing a broad spectrum of topics, time periods, and geographical regions (interpretive communication)."
BA  445,French BA,MAJ,2,"Express themselves effectively in spoken and written French to inform, persuade, and narrate for different audiences of listeners, viewers, or readers (presentational communication)."
BA  445,French BA,MAJ,3,"Express themselves effectively in spoken and written French to share information, reactions, and opinions related to a broad spectrum of topics and texts (interpersonal communication)."
BA  445,French BA,MAJ,4,"Recognize and explain cultural artifacts, practices, and perspectives of the French-speaking world including how these cultural elements relate to literary and non-literary texts in French (cultural knowledge)."
BA  445,French BA,MAJ,5,"Demonstrate a good degree of understanding of lexical, grammatical, syntactic, and stylistic features of the French language (linguistic knowledge)."
BA  445,French BA,MAJ,6,"Demonstrate awareness of difference and diversity by comparing and contrasting culturally situated beliefs, behaviors, and norms of the French-speaking world with those found in their own culture (cross-cultural awareness)."
BA  445,French BA,MAJ,7,"Engage in a sustained fashion with the French language, its users, and cultural artifacts in and beyond the classroom, e.g., in their own community, virtual communities, and study abroad (engagement with the French language and culture)."
SED 445,French BSE,MAJ,1,"In Semester 1, prior to starting student teaching, students must have acquired Intermediate High proficiency in their target language on the ACTFL OPI scale as measured by two independent external evaluators."
SED 445,French BSE,MAJ,2,"In Year 1, student teachers must demonstrate the ability to teach in a K-8 context, as evaluated by their University supervisor and their mentor teacher through repeated direct observations."
SED 445,French BSE,MAJ,3,"During their content courses, students must meet (a) teacher education standards; and (b) ACTFL standards, as measured by (a) formative and summative evaluation of their assignments; (b) Teacher Education portfolio."
SED 445,French BSE,MAJ,4,"In Year 2, student teachers must demonstrate the ability to teach in a 6-12 school context, as evaluated by their University supervisor and their cooperating teacher through repeated direct observations."
SED 445,French BSE,MAJ,5,"To get certified by the Department of Public Instruction, at the end of Year 2, student teachers must have successfully completed an EdTPA Portfolio of their classroom experiences that demonstrates professionalism and meets the EdTPA standards, as evaluated by external evaluators. "
MA  445L&S,French MA,MAJ,1,Show broad knowledge of French and Francophone literature and culture.
MA  445L&S,French MA,MAJ,2,Master a broad range of texts fundamental to French and Francophone studies.
MA  445L&S,French MA,MAJ,3,Demonstrate critical understanding of the major works in literature and the history of ideas that have been written in French from the Middle Ages up to the present.
MA  445L&S,French MA,MAJ,4,"Show the ability to analyze literary texts of various genres, and to formulate well-informed, interpretive arguments about them."
MA  445L&S,French MA,MAJ,5,"Identify, select, and retrieve primary and secondary sources pertaining to questions in French and Francophone literature."
MA  445L&S,French MA,MAJ,6,"Analyze and interpret the theories, research methods, and approaches to inquiry in this discipline."
MA  445L&S,French MA,MAJ,7,Demonstrate adequate proficiency in French to lead a well-informed discussion of literature and culture.
MA  445L&S,French MA,MAJ,8,Communicate clearly and appropriately in both written and spoken French
MA  445L&S,French MA,MAJ,9,"Demonstrate skills as teachers of the French language and French/Francophone culture at the college level: the ability to create level- and course-appropriate instructional objectives, activities, and assessments for teaching language, literature, and culture; the ability to use instructional technologies appropriately to enhance the teaching of language, literature, and culture; the capacity to incorporate insights from second language acquisition theory and current best practices in foreign language teaching into instruction."
MA  445L&S,French MA,MAJ,10,Recognize and apply principles of ethical and professional conduct.
PHD 445L&S,French PHD,MAJ,1,"Demonstrate thorough knowledge and critical understanding of two areas of French and Francophone literature, and of the historical and social contexts that have influenced the works examined in their dissertation."
PHD 445L&S,French PHD,MAJ,2,"Show the ability to synthesize and define a field of inquiry in a persuasive, coherent, and original way."
PHD 445L&S,French PHD,MAJ,3,"Make effective use of research sources, tools, and strategies in the field of French and Francophone literature."
PHD 445L&S,French PHD,MAJ,4,"Demonstrate, in the writing of their Ph.D. dissertation, an originality of thinking and insight that reaches beyond the current boundaries of knowledge within the field of study."
PHD 445L&S,French PHD,MAJ,5,"Articulate awareness of various questions, problems, and limitations implied by their framing of their topic."
PHD 445L&S,French PHD,MAJ,6,"Contribute substantially to their area of specialization, and be able to engage in a dialogue with other experts in that area."
PHD 445L&S,French PHD,MAJ,7,"Communicate and defend complex ideas in a clear and understandable manner, in both French and English."
PHD 445L&S,French PHD,MAJ,8,Be capable of applying their investigative skills to a variety of fields within French-speaking literature and cultures.
PHD 445L&S,French PHD,MAJ,9,"Show reading knowledge of a second foreign language pertinent to their research specialty (and, for specialists of Medieval and 16th-century French literature, a third foreign language)."
PHD 445L&S,French PHD,MAJ,10,"Be prepared to be effective teachers of French/Francophone literature, culture, and language at the college and university levels."
PHD 445L&S,French PHD,MAJ,11,Foster ethical and professional conduct.
MFS 452L&S,French Studies MFS,MAJ,1,"Speak, read, listen and write in French at a level sufficient to work successfully among native French speakers in the student's concentration area."
MFS 452L&S,French Studies MFS,MAJ,2,"Identify, select and retrieve primary and secondary sources in research projects, using techniques expected by professionals working in the student's concentration area."
MFS 452L&S,French Studies MFS,MAJ,3,Demonstrate a thorough understanding of the relationship between practices and perspectives in the cultures of the world's major French-speaking regions.
MFS 452L&S,French Studies MFS,MAJ,4,"Articulate, critique, and elaborate the major professional approaches and best practices in the student's concentration area."
MFS 452L&S,French Studies MFS,MAJ,5,Demonstrate understanding of the student's concentration area in its historical and cultural context.
MFS 452L&S,French Studies MFS,MAJ,6,"Successfully apply major professional approaches and best practices to professional projects in a French-speaking organizational setting outside the United States, in the student's concentration area."
MFS 452L&S,French Studies MFS,MAJ,7,Use the most appropriate methodologies for success when beginning or returning to work in the student's concentration area.
UNCS451,French Studies Teachers CAP,CAP,1,"Speak, read, listen and write in French at a level sufficient to interact successfully with native French speakers inside and outside the classroom."
UNCS451,French Studies Teachers CAP,CAP,2,Demonstrate a thorough understanding of the relationship between practices and perspectives in the cultures of the world?s major French-speaking regions.
UNCS451,French Studies Teachers CAP,CAP,3,"Articulate, critique, and elaborate the major professional approaches and best practices in the field of French language education at the K-12 level."
UNCS451,French Studies Teachers CAP,CAP,4,Use the most appropriate methodologies for success when beginning or returning to work in teaching French at the primary and/or secondary level.
CERT316,French UCrt,CRT,1,"(Interpretive communication) Demonstrate that they understand and can analyze of literary and non-literary texts in French representing a variety of topics, time periods, and geographical regions."
CERT316,French UCrt,CRT,2,"(Presentational communication) Express themselves effectively in spoken and written French to inform, persuade, and narrate for different audiences of listeners, viewers, or readers. "
CERT316,French UCrt,CRT,3,"(Interpersonal communication) Express themselves effectively in spoken and written French to share information, reactions, and opinions related to a variety of topics and texts."
CERT316,French UCrt,CRT,4,"(Cultural knowledge) Recognize and explain cultural artifacts, practices, and perspectives of the French-speaking world."
CERT316,French UCrt,CRT,5,"(Linguistic knowledge) Demonstrate a good degree of understanding of lexical, grammatical, syntactic, and stylistic features of the French language."
CERT316,French UCrt,CRT,6,"(Cross-cultural awareness) Demonstrate awareness of difference and diversity by comparing and contrasting culturally situated beliefs, behaviors, and norms of the French-speaking world with their own."
CERT316,French UCrt,CRT,7,"(Engagement with the French language and culture) Engage in a sustained fashion with the French language, its users, and cultural artifacts in and beyond the classroom, e.g., in their own community, virtual communities, and study abroad."
MS  617L&S,Freshwater & Marine Sci MS,MAJ,1,"Articulate, critique, or elaborate the theories, research methods, and approaches to inquiry or practice in the relevant area of freshwater and/or marine sciences."
MS  617L&S,Freshwater & Marine Sci MS,MAJ,2,Identify sources and assembles evidence pertaining to questions or challenges in the relevant research field(s).
MS  617L&S,Freshwater & Marine Sci MS,MAJ,3,Understand the historical or global context of freshwater and/or marine sciences.
MS  617L&S,Freshwater & Marine Sci MS,MAJ,4,Select and/or use appropriate methodologies and practices.
MS  617L&S,Freshwater & Marine Sci MS,MAJ,5,Evaluate or synthesize information pertaining to questions or challenges in the students' area of specialization within the freshwater and marine sciences.
